"Registracijas_kods","Nosaukums","Taksacijas_gads_ceturksnis","Samaksato_VID_administreto_nodoklu_kopsumma_tukst_EUR","Taja_skaita_PVN_iemaksa","Taja_skaita_PVN_atmaksa","Taja_skaita_IIN_summa","Taja_skaita_VSAOI_summa","Videjais_nodarbinato_personu_skaits_cilv"
"40103419029","RTU SERVISU AĢENTŪRA SIA","2026. gada 1. ceturksnis","211.43","78.65","0.00","40.61","91.82","92"
"40103419033","PAĒDIS.LV SIA","2026. gada 1. ceturksnis","3.54","2.07","0.00","0.61","0.86","1"
"40103419103","IVI TRUCK SERVICE SIA","2026. gada 1. ceturksnis","14.67","4.77","0.00","3.28","6.61","7"
"40103419122","ANNA-AUTO SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103419137","SEMPER SOLE SIA","2026. gada 1. ceturksnis","3.68","2.82","0.00","0.34","0.51","1"
"40103419175","RZ59 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103419194","AJ FERENS FINANCIAL SIA","2026. gada 1. ceturksnis","0.70","0.00","0.00","0.33","0.37","3"
"40103419207","PERSONALITY SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103419211","KNG SIA","2026. gada 1. ceturksnis","2.36","1.38","0.00","0.39","0.58","2"
"40103419245","M37 SIA","2026. gada 1. ceturksnis","3.76","0.00","0.07","1.54","2.30","1"
"40103419264","ŠMERĻA TERASES SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103419283","EKR SERVICE SIA","2026. gada 1. ceturksnis","10.11","5.27","0.00","1.44","2.64","5"
"40103419298","RIVERBED SIA","2026. gada 1. ceturksnis","2.80","2.48","0.25","0.29","0.28","1"
"40103419334","STALKON SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103419368","LUCRUMLOJA SIA","2026. gada 1. ceturksnis","0.25","0.00","0.00","0.16","0.08","0"
"40103419387","MT SERVICES SIA","2026. gada 1. ceturksnis","6.44","4.57","0.00","0.03","1.84","2"
"40103419442","MULTI-SHIPPING SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103419457","EMEROL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103419461","KANEKS SIA","2026. gada 1. ceturksnis","0.44","0.00","0.00","0.39","0.00","0"
"40103419508","LENGUAMEX SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103419527","TINT SIA","2026. gada 1. ceturksnis","3.11","2.23","0.13","0.01","0.99","1"
"40103419531","REMO GRUPA SIA","2026. gada 1. ceturksnis","2.81","1.32","0.00","1.09","0.39","1"
"40103419546","BRUŅINIEKU ZAĻUMI SIA","2026. gada 1. ceturksnis","0.05","0.00","0.03","0.03","0.00","0"
"40103419673","RIGAAPARTMENT SIA","2026. gada 1. ceturksnis","1.11","0.00","0.00","0.84","0.27","1"
"40103419692","KR PROJEKTS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103419724","TUKUMA METĀLS LTD SIA","2026. gada 1. ceturksnis","43.66","8.88","0.69","16.61","18.85","4"
"40103419739","MIGHTY SOLUTIONS SIA","2026. gada 1. ceturksnis","6.15","0.00","0.14","1.49","4.81","4"
"40103419762","GROWING SIA","2026. gada 1. ceturksnis","13.70","5.35","0.00","6.17","2.17","2"
"40103419796","MALUS SIA","2026. gada 1. ceturksnis","0.48","0.00","0.00","0.09","0.39","2"
"40103419813","AUCTUS CONSULTING SIA","2026. gada 1. ceturksnis","1.32","0.66","0.00","0.21","0.45","1"
"40103419917","DARBARĪKS 5 SIA","2026. gada 1. ceturksnis","0.90","0.00","0.00","0.00","0.00","0"
"40103419940","STARTUP HOLDING SIA","2026. gada 1. ceturksnis","0.29","0.24","0.00","0.00","0.00","0"
"40103419955","RADIO REKLĀMA SIA","2026. gada 1. ceturksnis","294.53","130.18","0.00","115.90","48.43","23"
"40103419993","NORDPROFF PERSONNEL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420070","FASĀDES & GAISMAS PASAULE SIA","2026. gada 1. ceturksnis","32.67","13.17","1.93","3.89","9.55","10"
"40103420085","SDS GROUP SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","1"
"40103420117","RECESUS PLUS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.05","0.00","0.00","0"
"40103420136","GEIMS SIA","2026. gada 1. ceturksnis","21.78","15.14","0.00","1.39","4.99","5"
"40103420140","PROFFEE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420189","SUNSET DIZAIN SIA","2026. gada 1. ceturksnis","3.50","0.00","2.28","1.84","3.94","4"
"40103420193","DD RISINĀJUMI SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103420210","PREMIUM SPIRITUS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420263","SKEMATIC SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420390","K. ZARIŅAS ZOBĀRSTNIECĪBA SIA","2026. gada 1. ceturksnis","4.42","0.00","0.00","0.96","3.46","3"
"40103420403","PUĶU KURJERS SIA","2026. gada 1. ceturksnis","0.45","0.00","0.00","0.00","0.44","2"
"40103420418","FINORS TELECOM SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420437","LAMPONE SIA","2026. gada 1. ceturksnis","8.30","2.42","0.00","1.73","4.14","9"
"40103420530","BIMEX SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420579","KAMALAFT SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420600","KRĀSU EKSPRESIS SIA","2026. gada 1. ceturksnis","0.14","0.09","0.00","0.00","0.00","1"
"40103420723","SELINA WOODS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103420742","TRANSLAB SIA","2026. gada 1. ceturksnis","1.65","0.00","0.00","0.11","0.78","1"
"40103420780","GOLDEN GARLIC SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103420812","SEPTIŅI KVADRĀTMETRI SIA","2026. gada 1. ceturksnis","1.36","0.49","0.00","0.35","0.52","1"
"40103420846","HANSA+ SIA","2026. gada 1. ceturksnis","0.01","0.00","0.00","0.00","0.00","0"
"40103420850","A7 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","2"
"40103420865","RSU PSIHOSOMATISKĀS MEDICĪNAS UN PSIHOTERAPIJAS KLĪNIKA SIA","2026. gada 1. ceturksnis","158.66","0.00","0.00","54.40","104.20","78"
"40103420920","RAGANAS ĶĒĶIS BISTRO SIA","2026. gada 1. ceturksnis","17.91","3.07","0.00","3.65","11.16","12"
"40103420935","CIPARU RISINĀJUMI SIA","2026. gada 1. ceturksnis","3.69","0.00","0.00","1.23","2.45","1"
"40103420969","BALTIC ACCOUNTING SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103420988","AMIKS TRAVEL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421023","UGLY CAKE SIA","2026. gada 1. ceturksnis","3.77","0.21","0.11","1.20","2.44","6"
"40103421038","MITTECH POWER SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421042","SMART CONSTRUCTION SIA","2026. gada 1. ceturksnis"," -0.01","0.00","0.01","0.00","0.00","0"
"40103421061","VICARIUS SIA","2026. gada 1. ceturksnis","1.20","1.08","0.00","0.01","0.11","1"
"40103421076","ADEPTA SIA","2026. gada 1. ceturksnis","8.06","3.38","0.00","1.36","3.07","2"
"40103421080","JODO PRINT FOX SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421108","OPTIKSERVISS SIA","2026. gada 1. ceturksnis","0.13","0.00","0.00","0.05","0.07","2"
"40103421112","VS PILASTRS SIA","2026. gada 1. ceturksnis","2.01","0.34","0.00","0.75","0.91","2"
"40103421150","IN STYLE PROMOTIONS SIA","2026. gada 1. ceturksnis","0.99","0.56","0.00","0.17","0.26","1"
"40103421184","SKILLS SIA","2026. gada 1. ceturksnis","0.34","0.00","8.18","1.76","6.75","8"
"40103421216","BALTIC CONTRACTOR SIA","2026. gada 1. ceturksnis","2.48","1.62","0.00","0.25","0.61","2"
"40103421269","MARKUS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103421273","GRĀMATVEDĪBAS BIROJS A & S SIA","2026. gada 1. ceturksnis","1.26","0.00","0.00","0.03","1.23","2"
"40103421292","MĀRA SVARES DOKTORĀTS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421362","TENTE SIA","2026. gada 1. ceturksnis","76.87","5.56","0.09","14.60","26.67","9"
"40103421381","EMIROY SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421413","KAMDEI SIA","2026. gada 1. ceturksnis","4.66","1.53","0.00","1.26","1.87","2"
"40103421466","STRĒLNIEKS KB SIA","2026. gada 1. ceturksnis","48.96","23.05","0.00","6.68","19.04","21"
"40103421470","TIMWELL BUNKERING SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421517","ARESON SIA","2026. gada 1. ceturksnis"," -1.61"," -0.73","1.02","0.05","0.10","1"
"40103421521","LEVEL 6 SIA","2026. gada 1. ceturksnis","8.38","6.42","0.72","1.00","1.68","1"
"40103421540","JAGGO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421555","LEA GROUP SIA","2026. gada 1. ceturksnis"," -7.39","0.26","29.97","6.07","13.94","10"
"40103421574","BRĪNUMSKAPIS SIA","2026. gada 1. ceturksnis"," -3.74","0.00","4.16","0.17","0.25","0"
"40103421659","SS AUTO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421678","SIKRIK LOGISTIK SIA","2026. gada 1. ceturksnis","0.52"," -0.01","0.14","0.00","0.67","0"
"40103421697","SALACA SALMON LODGE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421733","AVK TĪKLI SIA","2026. gada 1. ceturksnis","14.76","6.90","1.92","1.70","8.06","10"
"40103421786","VTP EKSPERTI SIA","2026. gada 1. ceturksnis","16.11","12.21","0.00","1.44","2.08","3"
"40103421790","ANOMARK SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103421818","ARTE PRO SIA","2026. gada 1. ceturksnis","10.06","0.22","0.66","0.91","1.97","3"
"40103421822","DEŽAVU SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421837","KOSTA-VL SIA","2026. gada 1. ceturksnis","0.64","0.00","0.00","0.28","0.36","1"
"40103421841","RĪGAS MĒRNIEKS SIA","2026. gada 1. ceturksnis","18.09","8.72","0.00","1.34","5.02","4"
"40103421860","SKABRO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103421894","MANDARIN ART SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421907","PROJECT ADVISER SIA","2026. gada 1. ceturksnis","0.01","0.01","0.00","0.00","0.00","0"
"40103421926","ONAILS STUDIO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103421930","BALTIC INDUSTRIAL STOCK SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103421945","SEMPO SIA","2026. gada 1. ceturksnis","48.93","9.80","0.00","14.69","24.41","33"
"40103421979","D A3 SIA","2026. gada 1. ceturksnis","40.95","15.45","0.00","5.80","16.42","14"
"40103421998","JK & IK SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422029","DAMPII SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422048","LAROKA SIA","2026. gada 1. ceturksnis","19.79","10.70","0.00","0.77","8.30","7"
"40103422052","GET TRANSPORT SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422090","PROFI MODE SIA","2026. gada 1. ceturksnis","0.25","0.00","0.00","0.00","0.25","3"
"40103422103","CONCEPT DELUXE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422122","MOD BROKER SIA","2026. gada 1. ceturksnis","1.75","0.00","0.00","0.97","0.78","1"
"40103422160","JS PAKALPOJUMI SIA","2026. gada 1. ceturksnis","1.48","0.00","0.00","0.44","1.04","1"
"40103422175","GOORDERS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103422194","KREDĪTU SERVISS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422279","CAURLAIŽU SISTĒMAS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422283","TINWARE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422315","BONO VITA SIA","2026. gada 1. ceturksnis","1.49","0.00","0.00","0.35","1.14","1"
"40103422334","MKM GROUP SIA","2026. gada 1. ceturksnis","8.15","1.17","0.31","1.60","5.68","5"
"40103422349","BVA SIA","2026. gada 1. ceturksnis","6.67"," -0.03","10.99","4.46","13.21","13"
"40103422353","RACING GREEN MOTORS SIA","2026. gada 1. ceturksnis","0.83","0.14","29.60","7.09","20.74","13"
"40103422368","APF PARKING SIA","2026. gada 1. ceturksnis","1.45","0.81","0.00","0.59","0.05","2"
"40103422387","VENDON SIA","2026. gada 1. ceturksnis","192.80","20.01","54.63","74.17","144.73","47"
"40103422419","KOGNETIK SIA","2026. gada 1. ceturksnis","2.24","1.98","0.00","0.08","0.12","1"
"40103422438","DOMOTRAD SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422461","L DENARO SIA","2026. gada 1. ceturksnis","0.90","0.00","0.00","0.11","0.78","1"
"40103422508","ZDAV SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103422512","SEA LANDS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103422527","TERRA BALANCE SIA","2026. gada 1. ceturksnis","7.31","2.93","0.00","1.30","3.08","5"
"40103422546","CAR MARKET LTD. SIA","2026. gada 1. ceturksnis","7.30","5.64","0.00","0.09","1.57","2"
"40103422550","REWERS SIA","2026. gada 1. ceturksnis","0.28","0.23","0.00","0.00","0.00","1"
"40103422565","SIMWOL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422616","ENERGYLAB SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422654","ILZES ČERŅAVSKAS RADIOLOGA PRAKSE SIA","2026. gada 1. ceturksnis","0.52","0.00","0.00","0.20","0.31","1"
"40103422669","TOUNDA SIA","2026. gada 1. ceturksnis","0.53","0.00","1.83","0.93","1.43","3"
"40103422673","SOLANT SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103422688","BDG CONCERTS SIA","2026. gada 1. ceturksnis","185.30","3.52","0.00","169.91","11.86","5"
"40103422743","BRK CONSULTING SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422762","JURĢIS 11 SIA","2026. gada 1. ceturksnis","0.02","0.00","0.00","0.00","0.00","0"
"40103422781","DEĶIS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103422832","SILTUMEFEKTS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103422870","RIBETONS SERVISS SIA","2026. gada 1. ceturksnis","0.98","0.81","0.00","0.06","0.10","1"
"40103422902","GRALOTE SIA","2026. gada 1. ceturksnis","1.26","0.00","0.00","0.03","1.23","1"
"40103422989","HARBOUR RIGA SIA","2026. gada 1. ceturksnis","24.07","0.00","0.59","6.94","11.78","4"
"40103422993","VEISBERGS SIA","2026. gada 1. ceturksnis","11.65","5.78","0.47","3.53","2.80","3"
"40103423039","MALEVS SERVICE SIA","2026. gada 1. ceturksnis","0.08","0.03","0.00","0.00","0.00","1"
"40103423043","FRESH START SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423077","B148 SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103423109","PASSIV HOUSE BALTIC SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423113","KONSORCIJS RTS PILNSABIEDRĪBA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423166","EL STUDIO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.05","0.00","0.00","0"
"40103423185","JŪRMALAS PRIVĀTĀ SKOLA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423217","PROJECT DEVELOPMENT GROUP SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103423236","O3 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.02","0.00","0.00","0"
"40103423293","TERRA ESTATE LATVIJA SIA","2026. gada 1. ceturksnis","9.89","8.58","0.00","0.52","0.78","1"
"40103423325","HVAC AUTOMĀTIKA SIA","2026. gada 1. ceturksnis","5.69","3.15","0.00","0.77","1.76","2"
"40103423344","MD ĪPAŠUMI SIA","2026. gada 1. ceturksnis","0.95","0.05","0.00","0.36","0.54","2"
"40103423382","GSEAVIA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423397","DEBETS.LV SIA","2026. gada 1. ceturksnis","6.65","4.00","0.00","0.18","1.47","3"
"40103423448","NAMU APGĀDE SIA","2026. gada 1. ceturksnis","1.49"," -0.16","0.52","0.62","1.53","1"
"40103423471","PIKOTRANS SIA","2026. gada 1. ceturksnis","1.88","1.18","0.00","0.11","0.58","1"
"40103423486","BALTIJAS FINIERIS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423518","ARMSERV 50 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423522","LINGUASIA SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103423556","DISCOVER LATVIA SIA","2026. gada 1. ceturksnis","0.59","0.54","0.00","0.00","0.00","0"
"40103423594","AP SIA","2026. gada 1. ceturksnis","1.42","1.19","1.78","0.00","0.29","4"
"40103423607","ASONANSE SIA","2026. gada 1. ceturksnis","17.94","67.71","63.90","3.31","9.80","8"
"40103423626","IR STILS SIA","2026. gada 1. ceturksnis","19.88","19.83","0.00","0.00","0.00","1"
"40103423630","HP PAKALPOJUMI SIA","2026. gada 1. ceturksnis","0.58","0.00","0.00","0.00","0.58","0"
"40103423664","KR PROMOTIONS SIA","2026. gada 1. ceturksnis","3.03","0.00","0.00","0.98","2.05","1"
"40103423679","KURLANDER SIA","2026. gada 1. ceturksnis","1.31","1.15","0.31","0.20","0.27","1"
"40103423700","SOLO B SIA","2026. gada 1. ceturksnis","2.08","0.59","0.00","0.35","1.13","1"
"40103423768","KEREN OR SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423772","MODO GROUP SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103423787","ASTON LIM SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103423804","L BIROJS SIA","2026. gada 1. ceturksnis","0.26","0.00","0.00","0.10","0.16","1"
"40103423823","EU PROJEKTI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103423842","DIGITAL DETOX SIA","2026. gada 1. ceturksnis","1.74","0.00","0.00","0.02","1.72","3"
"40103423876","PIE MAZIŅĀS SIA","2026. gada 1. ceturksnis","0.02","0.00","0.00","0.00","0.02","1"
"40103423931","AVVENIRE SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103423965","CSA CLEANTECH SIA","2026. gada 1. ceturksnis","6.90","3.54","0.00","0.35","0.52","1"
"40103423984","QUANTRUM SIA","2026. gada 1. ceturksnis","267.10","118.44","0.00","40.23","108.26","137"
"40103423999","VESELĪBA-VĒRTĪBA SIA","2026. gada 1. ceturksnis","1.28","0.00","0.00","0.51","0.77","1"
"40103424068","EPICO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103424091","SLGD SIA","2026. gada 1. ceturksnis","9.21","2.57","0.00","0.41","1.23","1"
"40103424119","CONTALI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103424123","AUTO DARBNĪCA RIEPULIS SIA","2026. gada 1. ceturksnis","0.70","0.89","0.51","0.01","0.31","2"
"40103424138","TALK 2 TRAVEL SIA","2026. gada 1. ceturksnis","6.00","4.94","0.34","0.56","0.83","1"
"40103424157","GRAVITTY SIA","2026. gada 1. ceturksnis","1.79","0.00","0.00","0.11","0.51","1"
"40103424195","TŪRISMA GIDU SERVISS SIA","2026. gada 1. ceturksnis","2.00","0.00","0.00","0.00","0.00","0"
"40103424231","ALPC SIA","2026. gada 1. ceturksnis","5.49","3.83","0.12","0.78","0.89","1"
"40103424265","RASTUM SIA","2026. gada 1. ceturksnis","2.88","1.95","0.00","0.37","0.56","1"
"40103424299","POLIGRĀMA PLUSS SIA","2026. gada 1. ceturksnis","0.37","0.00","0.00","0.25","0.11","1"
"40103424301","B25 SIA","2026. gada 1. ceturksnis"," -2.11","0.00","4.06","0.31","1.62","1"
"40103424316","UKINŽENIERIS SIA","2026. gada 1. ceturksnis","2.17","0.00","0.00","0.70","1.48","1"
"40103424335","GRĀMATPUNKTS SIA","2026. gada 1. ceturksnis","4.19","1.69","0.00","0.43","2.06","1"
"40103424392","BWS SIA","2026. gada 1. ceturksnis","14.15","11.82","0.00","0.79","1.13","2"
"40103424405","IG SERVICES SIA","2026. gada 1. ceturksnis","4.00","0.00","0.00","0.33","3.67","2"
"40103424458","IVANOVS INVESTMENTS SIA","2026. gada 1. ceturksnis","1.24","0.00","0.00","0.15","1.04","1"
"40103424532","BŪVSTILS R SIA","2026. gada 1. ceturksnis","0.37","0.52","0.20","0.00","0.01","1"
"40103424551","HOME4Y EA SIA","2026. gada 1. ceturksnis","1.10","0.00","0.00","0.20","0.91","1"
"40103424566","BASL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103424617","RENAISSANCE SIA","2026. gada 1. ceturksnis","74.77","0.00","0.00","8.22","12.27","2"
"40103424621","RUDDA SIA","2026. gada 1. ceturksnis","0.36","0.33","0.00","0.01","0.02","1"
"40103424674","VĀRTU REMONTS SIA","2026. gada 1. ceturksnis","0.13","0.02","0.00","0.06","0.05","1"
"40103424689","KECH KIDS SIA","2026. gada 1. ceturksnis","0.74","0.38","0.02","0.15","0.21","2"
"40103424693","EXAUTO SIA","2026. gada 1. ceturksnis","6.26","4.36","0.00","0.00","0.00","1"
"40103424710","GRĀMATVEDĪBA IR SIA","2026. gada 1. ceturksnis","1.16","0.45","0.00","0.10","0.48","1"
"40103424744","PIECI GADALAIKI SIA","2026. gada 1. ceturksnis","2.76","1.47","0.28","0.63","0.94","3"
"40103424778","CARCARE 4U SIA","2026. gada 1. ceturksnis","16.46","8.90","0.00","1.82","5.73","7"
"40103424782","REVOHAUS SIA","2026. gada 1. ceturksnis","103.20","2.95","87.48","60.61","127.04","73"
"40103424797","BBG TECHNOLOGY SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103424814","MARNETTO SIA","2026. gada 1. ceturksnis","351.22","330.94","0.00","5.05","14.53","13"
"40103424829","AAPIECI SIA","2026. gada 1. ceturksnis","0.34","0.00","0.00","0.13","0.20","1"
"40103424833","DAMSONA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103424867","BALTICVISION RIGA SIA","2026. gada 1. ceturksnis","11.63"," -4.58","0.78","4.68","8.56","5"
"40103424886","ESTOREAL SIA","2026. gada 1. ceturksnis","7.02","0.00","0.00","0.04","0.25","0"
"40103424890","DELTA KONSULTĀCIJAS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103424937","SENDEKO LATVIA SIA","2026. gada 1. ceturksnis","65.16","33.54","0.00","3.62","16.42","20"
"40103424941","JUKAD PROJEKTS SIA","2026. gada 1. ceturksnis","1.48","0.43","0.00","0.42","0.62","2"
"40103424975","CATRI SIA","2026. gada 1. ceturksnis","23.36","9.07","0.00","4.79","8.76","9"
"40103425025","AKURATE SIA","2026. gada 1. ceturksnis","4.02","1.62","0.00","0.65","0.95","1"
"40103425063","AĢENTŪRA MARK SIA","2026. gada 1. ceturksnis","0.53","0.47","0.00","0.02","0.03","0"
"40103425129","SONNE BALTIC SIA","2026. gada 1. ceturksnis","21.67","19.98","0.00","0.04","1.64","2"
"40103425133","BLCS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103425152","PAKALPOJUMU DIZAINS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103425186","MARUM SIA","2026. gada 1. ceturksnis","1.55","0.02","0.01","0.24","1.30","3"
"40103425203","AKCIJA.LV SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103425218","RETRO RK SIA","2026. gada 1. ceturksnis","0.15","0.00","0.01","0.10","0.00","1"
"40103425241","A.S. GRUPA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103425294","JURSONS SIA","2026. gada 1. ceturksnis","1.49","0.72","0.00","0.72","0.00","1"
"40103425330","GRAUDU LIETUS SIA","2026. gada 1. ceturksnis","23.36","15.12","0.00","1.60","6.57","8"
"40103425364","PARTS MASTERS SIA","2026. gada 1. ceturksnis","5.22","0.00","0.00","0.52","4.69","3"
"40103425383","JUKU DZIRNAVAS TRAVEL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40103425398","ON AIR SIA","2026. gada 1. ceturksnis","18.44","20.88","16.00","10.69","2.86","2"
"40103425415","LAKE SIGHT SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103425472","INSTAM SIA","2026. gada 1. ceturksnis","0.04","0.00","0.01","0.00","0.00","0"
"40103425557","TITULUS SIA","2026. gada 1. ceturksnis","0.17","0.00","0.00","0.07","0.10","1"
"40103425561","PRO 9 GLOBAL SIA","2026. gada 1. ceturksnis","6.60","3.30","0.00","1.68","1.61","3"
"40103425595","KNK MEDIJI AS","2026. gada 1. ceturksnis","6.70","2.30","0.00","2.02","2.38","4"
"40103425612","LUTSIS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40103425646","METĀLA JUMTU ALIANSE SIA","2026. gada 1. ceturksnis","3.18"," -0.07","0.45","0.26","3.44","3"
"40103425665","ZAĻĀ BĀZE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40103425684","ONESPOT AGENCY SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
